prompt,provedor,familia,categoria,eh_categoria,marcas_no_prompt,marcas_na_resposta,n_marcas_declarado,n_fontes,relevancia,tam_resposta,seeds,seed_branded
geladeira hq é boa,google_ai_overview,produto e categoria,geladeira,1,,,3,6,93,173,geladeira,0
Geladeiras para área gourmet,chatgpt,produto e categoria,geladeira,1,,,3,15,93,173,geladeira,0
geladeira inverse qual a melhor,google_ai_overview,comparacao e modelo,geladeira,1,,electrolux,3,7,93,173,geladeira,0
geladeira freezer embaixo,google_ai_overview,produto e categoria,geladeira,1,,,3,13,93,173,geladeira,0
w10318708,google_ai_overview,produto e categoria,sem categoria,0,,brastemp,3,4,93,173,geladeira,0
geladeira invertida pequena,google_ai_overview,produto e categoria,geladeira,1,,electrolux,3,9,93,173,geladeira,0
geladeira congelador invertido,google_ai_overview,produto e categoria,geladeira,1,,,3,7,93,173,geladeira,0
geladeira inox freezer invertido,google_ai_overview,especificacao de produto,geladeira,1,,,3,7,93,173,geladeira,0
Qual é a melhor geladeira para usar como kegerator em casa?,google_ai_mode,comparacao e modelo,geladeira,1,,,3,5,93,173,geladeira,0
Geladeiras e Eletrodomésticos Brasil,chatgpt,produto e categoria,geladeira,1,,,3,13,93,173,geladeira,0
Peças de Geladeira,chatgpt,peca e filtro,geladeira,1,,,2,12,93,173,geladeira,0
geladeira com o freezer embaixo,google_ai_overview,produto e categoria,geladeira,1,,,2,10,93,173,geladeira,0
"Quais recursos inovadores (controle de temperatura, eficiência energética, conectividade) são encontrados nas geladeiras de luxo atuais?",chatgpt,produto e categoria,geladeira,1,,,2,35,93,173,geladeira,0
geladeira com luz no freezer,google_ai_overview,produto e categoria,geladeira,1,,,2,6,93,173,geladeira,0
Como escolher peças compatíveis com meu modelo de geladeira ao comprar pela internet?,google_ai_mode,peca e filtro,geladeira,1,,,2,3,93,173,geladeira,0
inverse frost free,google_ai_overview,especificacao de produto,sem categoria,0,,,2,7,93,173,geladeira,0
Como comparar preços e consumo entre geladeiras com freezer embaixo e modelos tradicionais?,gemini,consumo e energia,geladeira,1,,,2,0,93,173,geladeira,0
"Como escolher a geladeira comercial ideal considerando consumo de energia, capacidade e espaço disponível?",gemini,especificacao de produto,geladeira,1,,,2,0,93,173,geladeira,0
geladeira inverter é boa,google_ai_overview,especificacao de produto,geladeira,1,,,2,6,93,173,geladeira,0
geladeira churrasqueira,google_ai_overview,produto e categoria,geladeira,1,,,2,6,93,173,geladeira,0
qual melhor geladeira inverse,google_ai_overview,comparacao e modelo,geladeira,1,,brastemp,2,12,93,173,geladeira,0
refrigerador inverse inox,google_ai_overview,especificacao de produto,geladeira,1,,,2,8,93,173,geladeira,0
inverse geladeira,google_ai_overview,produto e categoria,geladeira,1,,,2,15,93,173,geladeira,0
geladeira em cima e freezer embaixo,google_ai_overview,produto e categoria,geladeira,1,,,2,6,93,173,geladeira,0
freezer hq é bom,google_ai_overview,produto e categoria,freezer,1,,,2,6,93,173,geladeira,0
Peças de Geladeira,google_ai_mode,peca e filtro,geladeira,1,,,1,6,93,173,geladeira,0
o que colocar na geladeira,google_ai_overview,produto e categoria,geladeira,1,,,1,11,93,173,geladeira,0
Quais são as melhores opções de geladeira da Electrolux disponíveis no Brasil?,chatgpt,comparacao e modelo,geladeira,1,electrolux,electrolux,1,32,93,173,geladeira,0
Quais são as melhores opções de geladeira da Electrolux disponíveis no Brasil?,gemini,comparacao e modelo,geladeira,1,electrolux,electrolux,1,0,93,173,geladeira,0
Quais são as melhores opções de geladeira da Electrolux disponíveis no Brasil?,google_ai_mode,comparacao e modelo,geladeira,1,electrolux,electrolux,1,15,93,173,geladeira,0
chopeira geladeira,google_ai_overview,produto e categoria,geladeira,1,,,1,10,93,173,geladeira,0
Como funcionar o suporte e reclamações de geladeiras via Reclame Aqui e quais são os passos para resolver?,chatgpt,garantia e suporte,geladeira,1,,,1,24,93,173,geladeira,0
"Quais recursos observar em uma geladeira para área gourmet (compressor, consumo, ruído)?",gemini,peca e filtro,geladeira,1,,,1,0,93,173,geladeira,0
Como instalar uma chopeira em uma geladeira comum e manter a temperatura estável?,chatgpt,instalacao,geladeira,1,,,1,12,93,173,geladeira,0
Como instalar uma chopeira em uma geladeira comum e manter a temperatura estável?,google_ai_mode,instalacao,geladeira,1,,,1,10,93,173,geladeira,0
Quais são as peças mais comuns de reposição para geladeiras e como identificá-las?,chatgpt,peca e filtro,geladeira,1,,,1,25,93,173,geladeira,0
Quais recursos pesquisar em um refrigerador de 230 litros para uso doméstico?,chatgpt,especificacao de produto,geladeira,1,,,1,12,93,173,geladeira,0
geladeira com congelador embaixo,google_ai_overview,produto e categoria,geladeira,1,,,1,11,93,173,geladeira,0
ar condicionado hq é bom,google_ai_overview,produto e categoria,ar condicionado,1,,,1,8,93,173,geladeira,0
w10318706,google_ai_overview,produto e categoria,sem categoria,0,,brastemp,1,4,93,173,geladeira,0
geladeira freezer invertido,google_ai_overview,produto e categoria,geladeira,1,,,1,12,93,173,geladeira,0
refrigerador hq,google_ai_overview,produto e categoria,geladeira,1,,,1,6,93,173,geladeira,0
geladeira hq,google_ai_overview,produto e categoria,geladeira,1,,,1,9,93,173,geladeira,0
refrigerador hq é bom,google_ai_overview,produto e categoria,geladeira,1,,,1,7,93,173,geladeira,0
geladeira inverse é boa,google_ai_overview,produto e categoria,geladeira,1,,,1,9,93,173,geladeira,0
if 45,google_ai_overview,produto e categoria,sem categoria,0,,electrolux,1,3,93,173,geladeira,0
marca hq geladeira é boa,google_ai_overview,produto e categoria,geladeira,1,,,1,5,93,173,geladeira,0
frigobar hq é bom,google_ai_overview,produto e categoria,geladeira,1,,,1,7,93,173,geladeira,0
Refrigeração e Eletrodomésticos,gemini,produto e categoria,sem categoria,1,,,1,0,93,173,geladeira,0
geladeira com o congelador embaixo,google_ai_overview,produto e categoria,geladeira,1,,,1,7,93,173,geladeira,0
chopeira e frigobar,google_ai_overview,produto e categoria,geladeira,1,,electrolux,1,9,93,173,geladeira,0
geladeira frost free invertida,google_ai_overview,especificacao de produto,geladeira,1,,,1,12,93,173,geladeira,0
"Qual é a diferença entre Geladeira Frost Free e geladeira com sistema tradicional, e qual é mais econômica?",gemini,especificacao de produto,geladeira,1,,,1,0,93,173,geladeira,0
ar12dyfaawknaz,google_ai_overview,produto e categoria,sem categoria,0,,samsung,1,6,93,173,geladeira,0
como organizar geladeira,google_ai_overview,produto e categoria,geladeira,1,,,1,13,93,173,geladeira,0
o que é geladeira inverter,google_ai_overview,especificacao de produto,geladeira,1,,,0,5,93,173,geladeira,0
Peças de Geladeira,gemini,peca e filtro,geladeira,1,,,0,0,93,173,geladeira,0
inverter geladeira,google_ai_overview,especificacao de produto,geladeira,1,,,0,7,93,173,geladeira,0
Quais potes e organizadores ajudam mais a economizar espaço na geladeira pequena?,google_ai_mode,produto e categoria,geladeira,1,,,0,4,93,173,geladeira,0
Quais potes e organizadores ajudam mais a economizar espaço na geladeira pequena?,gemini,produto e categoria,geladeira,1,,,0,0,93,173,geladeira,0
Como escolher entre geladeira e freezer para uma área gourmet moderna?,google_ai_mode,comparacao e modelo,geladeira,1,,,0,14,93,173,geladeira,0
Como escolher entre geladeira e freezer para uma área gourmet moderna?,gemini,comparacao e modelo,geladeira,1,,,0,0,93,173,geladeira,0
Como escolher entre geladeira e freezer para uma área gourmet moderna?,chatgpt,comparacao e modelo,geladeira,1,,,0,12,93,173,geladeira,0
geladeira inverter e inverse,google_ai_overview,especificacao de produto,geladeira,1,,,0,11,93,173,geladeira,0
a inverse,google_ai_overview,produto e categoria,sem categoria,0,,,0,2,93,173,geladeira,0
geladeira invertida é boa,google_ai_overview,produto e categoria,geladeira,1,,,0,6,93,173,geladeira,0
Como escolher entre geladeira frost-free e defrost e quais vantagens/ desvantagens cada uma tem?,chatgpt,especificacao de produto,geladeira,1,,,0,12,93,173,geladeira,0
Como escolher entre geladeira frost-free e defrost e quais vantagens/ desvantagens cada uma tem?,google_ai_mode,especificacao de produto,geladeira,1,,,0,14,93,173,geladeira,0
Como escolher entre geladeira frost-free e defrost e quais vantagens/ desvantagens cada uma tem?,gemini,especificacao de produto,geladeira,1,,,0,0,93,173,geladeira,0
Como comparar preços e consumo entre geladeiras com freezer embaixo e modelos tradicionais?,google_ai_mode,consumo e energia,geladeira,1,,,0,0,93,51,geladeira,0
"Quais fatores comparar ao comprar uma geladeira no Brasil (capacidade, consumo, frost-free, dimensões)?",chatgpt,especificacao de produto,geladeira,1,,,0,12,93,173,geladeira,0
"Quais fatores comparar ao comprar uma geladeira no Brasil (capacidade, consumo, frost-free, dimensões)?",google_ai_mode,especificacao de produto,geladeira,1,,,0,19,93,173,geladeira,0
"Quais recursos observar em uma geladeira para área gourmet (compressor, consumo, ruído)?",chatgpt,peca e filtro,geladeira,1,,,0,12,93,173,geladeira,0
"Quais recursos observar em uma geladeira para área gourmet (compressor, consumo, ruído)?",google_ai_mode,peca e filtro,geladeira,1,,,0,16,93,173,geladeira,0
Quais são as diferenças entre chopeira e frigobar para chopp?,chatgpt,produto e categoria,geladeira,1,,,0,13,93,173,geladeira,0
Quais são as diferenças entre chopeira e frigobar para chopp?,gemini,produto e categoria,geladeira,1,,,0,0,93,173,geladeira,0
Quais são as diferenças entre chopeira e frigobar para chopp?,google_ai_mode,produto e categoria,geladeira,1,,,0,19,93,173,geladeira,0
Como instalar uma chopeira em uma geladeira comum e manter a temperatura estável?,gemini,instalacao,geladeira,1,,,0,0,93,64,geladeira,0
como arrumar geladeira,google_ai_overview,produto e categoria,geladeira,1,,,0,17,93,173,geladeira,0
organização de geladeira,google_ai_overview,produto e categoria,geladeira,1,,,0,25,93,173,geladeira,0
geladeira inverse e inverter,google_ai_overview,especificacao de produto,geladeira,1,,,0,13,93,173,geladeira,0
geladeira frost free freezer invertido,google_ai_overview,especificacao de produto,geladeira,1,,,0,14,93,173,geladeira,0
geladeira com tecnologia inverter,google_ai_overview,especificacao de produto,geladeira,1,,,0,4,93,173,geladeira,0
Como manter a geladeira sempre limpa e com a comida fácil de encontrar?,gemini,produto e categoria,geladeira,1,,,0,0,93,173,geladeira,0
Como manter a geladeira sempre limpa e com a comida fácil de encontrar?,google_ai_mode,produto e categoria,geladeira,1,,,0,52,93,173,geladeira,0
Como manter a geladeira sempre limpa e com a comida fácil de encontrar?,chatgpt,produto e categoria,geladeira,1,,,0,12,93,173,geladeira,0
Geladeiras para Chopp,chatgpt,produto e categoria,geladeira,1,,,0,12,93,173,geladeira,0
Quais são as peças mais comuns de reposição para geladeiras e como identificá-las?,gemini,peca e filtro,geladeira,1,,,0,0,93,173,geladeira,0
Quais são as peças mais comuns de reposição para geladeiras e como identificá-las?,google_ai_mode,peca e filtro,geladeira,1,,,0,3,93,173,geladeira,0
Geladeiras com inverter são mais econômicas a longo prazo?,chatgpt,especificacao de produto,geladeira,1,,,0,12,93,173,geladeira,0
Geladeiras com inverter são mais econômicas a longo prazo?,google_ai_mode,especificacao de produto,geladeira,1,,,0,10,93,173,geladeira,0
Geladeiras com inverter são mais econômicas a longo prazo?,gemini,especificacao de produto,geladeira,1,,,0,0,93,173,geladeira,0
geladeira inverser,google_ai_overview,produto e categoria,geladeira,1,,,0,13,93,173,geladeira,0
Quais itens de manutenção simples ajudam a prolongar a vida de uma geladeira e de um freezer?,google_ai_mode,manutencao e limpeza,geladeira,1,,,0,5,93,173,geladeira,0
Quais itens de manutenção simples ajudam a prolongar a vida de uma geladeira e de um freezer?,gemini,manutencao e limpeza,geladeira,1,,,0,0,93,173,geladeira,0
Quais itens de manutenção simples ajudam a prolongar a vida de uma geladeira e de um freezer?,chatgpt,manutencao e limpeza,geladeira,1,,,0,12,93,173,geladeira,0
Quais recursos pesquisar em um refrigerador de 230 litros para uso doméstico?,gemini,especificacao de produto,geladeira,1,,,0,0,93,173,geladeira,0
Quais recursos pesquisar em um refrigerador de 230 litros para uso doméstico?,google_ai_mode,especificacao de produto,geladeira,1,,,0,0,93,173,geladeira,0
Quais itens eu devo guardar em cada gaveta para manter tudo fresco na geladeira?,gemini,produto e categoria,geladeira,1,,,0,0,93,173,geladeira,0
Quais itens eu devo guardar em cada gaveta para manter tudo fresco na geladeira?,google_ai_mode,produto e categoria,geladeira,1,,,0,0,93,173,geladeira,0
Quais itens eu devo guardar em cada gaveta para manter tudo fresco na geladeira?,chatgpt,produto e categoria,geladeira,1,,,0,12,93,173,geladeira,0
Geladeiras e Freezers,gemini,produto e categoria,geladeira,1,,,0,0,93,173,geladeira,0
organizar geladeira,google_ai_overview,produto e categoria,geladeira,1,,,0,7,93,173,geladeira,0
"Como escolher a geladeira comercial ideal considerando consumo de energia, capacidade e espaço disponível?",chatgpt,especificacao de produto,geladeira,1,,,0,12,93,173,geladeira,0
"Como escolher a geladeira comercial ideal considerando consumo de energia, capacidade e espaço disponível?",google_ai_mode,especificacao de produto,geladeira,1,,,0,21,93,173,geladeira,0
organização geladeira,google_ai_overview,produto e categoria,geladeira,1,,,0,9,93,173,geladeira,0
Quais dicas você me daria para manter uma geladeira comercial com baixa necessidade de manutenção e maior durabilidade?,gemini,manutencao e limpeza,geladeira,1,,,0,0,93,173,geladeira,0
Quais dicas você me daria para manter uma geladeira comercial com baixa necessidade de manutenção e maior durabilidade?,google_ai_mode,manutencao e limpeza,geladeira,1,,,0,18,93,173,geladeira,0
Quais dicas você me daria para manter uma geladeira comercial com baixa necessidade de manutenção e maior durabilidade?,chatgpt,manutencao e limpeza,geladeira,1,,,0,13,93,173,geladeira,0
geladeira inverter technology,google_ai_overview,especificacao de produto,geladeira,1,,,0,8,93,173,geladeira,0
organizacao de geladeira,google_ai_overview,produto e categoria,geladeira,1,,,0,14,93,173,geladeira,0
geladeira com porta invertida,google_ai_overview,produto e categoria,geladeira,1,,,0,10,93,173,geladeira,0
Quais são as principais diferenças entre geladeiras de luxo e modelos convencionais?,google_ai_mode,comparacao e modelo,geladeira,1,,,0,0,93,173,geladeira,0
Quais são as principais diferenças entre geladeiras de luxo e modelos convencionais?,chatgpt,comparacao e modelo,geladeira,1,,,0,12,93,173,geladeira,0
Qual é a melhor geladeira com freezer embaixo para uma família de 4 pessoas?,google_ai_mode,comparacao e modelo,geladeira,1,,,0,0,93,104,geladeira,0
geladeira inverse é melhor,google_ai_overview,comparacao e modelo,geladeira,1,,,0,5,93,173,geladeira,0
kegerator geladeira,google_ai_overview,produto e categoria,geladeira,1,,,0,6,93,173,geladeira,0
Geladeiras com freezer embaixo,google_ai_mode,produto e categoria,geladeira,1,,,0,0,93,104,geladeira,0
Geladeiras com freezer embaixo,gemini,produto e categoria,geladeira,1,,,0,0,93,173,geladeira,0
como organizar a geladeira,google_ai_overview,produto e categoria,geladeira,1,,,0,14,93,173,geladeira,0
geladeira inverse,google_ai_overview,produto e categoria,geladeira,1,,,0,7,93,173,geladeira,0
